,Returns,Volatility,Sharpe Ratio,MV Model,SDR.L Weight,NMC.L Weight,CPG.L Weight
70,0.000482651,0.014566697,0.033133899,-0.006800697,0.000500677,0.962017991,0.037481332
69,8.19E-05,0.020490266,0.003998897,-0.010163195,0.959562022,0.002815241,0.037622737
356,0.000416912,0.015679192,0.026590154,-0.007422684,0.080711538,0.066707138,0.852581324
93,0.001037332,0.014194568,0.073079523,-0.006059952,0.074026567,0.025052964,0.900920468
353,0.001036631,0.010502696,0.098701453,-0.004214717,0.096890436,0.001277695,0.901831869
841,0.000107131,0.020506219,0.005224306,-0.010145979,0.963287226,0.005615443,0.031097331
585,0.000308325,0.012444865,0.02477526,-0.005914108,0.002707765,0.009127116,0.988165119
538,0.000846178,0.017656839,0.047923554,-0.007982241,0.106510123,0.009514419,0.883975458
361,0.000916041,0.017564947,0.052151661,-0.007866432,0.141302078,0.006400448,0.852297473
999,9.09E-05,0.019688528,0.004614792,-0.009753405,0.915171292,0.036309473,0.048519235
513,0.000556941,0.022776768,0.024452155,-0.010831443,0.132008506,0.002217674,0.86577382
316,0.000169831,0.012902991,0.013162144,-0.006281665,0.177640042,0.004735293,0.817624665
16,0.000102804,0.020649024,0.004978657,-0.010221708,0.971694384,0.012093416,0.0162122
260,0.000100016,0.020392612,0.004904519,-0.01009629,0.956292165,0.024765694,0.018942141
544,0.000465241,0.016758349,0.027761742,-0.007913934,0.003022458,0.024816674,0.972160868
608,0.001078386,0.014723441,0.073242766,-0.006283335,0.022506832,0.024851334,0.952641834
661,0.001038712,0.010593572,0.098051121,-0.004258075,0.025319301,0.03865046,0.936030238
895,7.08E-05,0.018226665,0.003882757,-0.009042563,0.830864695,0.016132217,0.153003088
435,0.000271834,0.011346433,0.023957686,-0.005401382,0.209345833,0.000531666,0.7901225
672,0.000894126,0.018620934,0.048017258,-0.008416341,0.020788806,0.020428859,0.958782335
733,0.001040493,0.019345607,0.053784447,-0.008632311,0.002289713,0.008230027,0.989480259
380,8.80E-05,0.01936075,0.004545353,-0.009592374,0.894793451,0.004131288,0.101075261
593,0.000485198,0.020371266,0.023817783,-0.009700435,0.238651142,0.013973407,0.747375451
212,0.000158514,0.012794284,0.012389434,-0.006238628,0.223856826,0.010930852,0.765212322
281,7.16E-05,0.019725591,0.003630824,-0.009791175,0.921778369,0.01144664,0.066774991
860,7.99E-05,0.02029163,0.003938147,-0.010065904,0.949005074,0.034729632,0.016265294
876,0.00108923,0.014485136,0.075196363,-0.006153338,0.025641519,0.050698058,0.923660423
518,0.001111295,0.010794952,0.102945799,-0.004286181,0.007197397,0.029323686,0.963478918
581,0.000446976,0.016041009,0.027864613,-0.007573528,0.035912946,0.901298396,0.062788658
551,0.000405396,0.011842827,0.034231351,-0.005516018,0.000716886,0.499550127,0.499732987
555,0.000787944,0.015151229,0.052005301,-0.00678767,0.00249883,0.347575775,0.649925395
675,0.00095033,0.01713958,0.055446511,-0.00761946,0.003120758,0.186051394,0.810827848
56,0.000467684,0.016542369,0.028271915,-0.0078035,0.032915362,0.939530731,0.027553907
229,0.000532196,0.015016884,0.035439823,-0.006976246,0.016682899,0.663333834,0.319983267
496,0.000431137,0.014694982,0.029339083,-0.006916354,0.006508693,0.790270983,0.203220324
107,0.000443899,0.016255073,0.027308316,-0.007683638,0.028791832,0.923572247,0.047635921
490,0.000456542,0.016337129,0.027945033,-0.007712023,0.001733301,0.942793541,0.055473158
377,0.001132805,0.010249293,0.110525216,-0.003991841,0.00765041,0.282531791,0.709817799
701,0.001089388,0.01460023,0.074614417,-0.006210727,0.056803859,0.942654092,0.000542048
254,0.001115053,0.014831538,0.07518123,-0.006300716,0.014862341,0.963163452,0.021974206
670,0.001093171,0.013527211,0.080812752,-0.005670435,0.002983061,0.738104382,0.258912557
861,0.001101264,0.012945189,0.085071283,-0.005371331,0.018825526,0.673923926,0.307250548
403,0.001080956,0.014639344,0.073839134,-0.006238715,0.019861823,0.942890128,0.037248049
753,0.001105363,0.014602635,0.075696118,-0.006195955,0.025125753,0.941514101,0.033360146
549,0.001006866,0.013548804,0.074313998,-0.005767536,0.001970966,0.853058011,0.144971023
718,0.001122728,0.014956154,0.075067947,-0.006355349,0.018658829,0.976963823,0.004377348
256,0.001039524,0.014058121,0.07394473,-0.005989537,0.055747755,0.906675294,0.037576951
102,0.001025325,0.010411594,0.098479144,-0.004180472,0.075771983,0.895885614,0.028342403
693,0.001030205,0.010262342,0.100386963,-0.004100966,0.031793745,0.877462917,0.090743338
774,0.001095962,0.010599686,0.103395725,-0.004203881,0.014244789,0.845235499,0.140519712
2,0.001096178,0.010343994,0.105972373,-0.00407582,0.026957829,0.801708899,0.171333272
612,0.001081731,0.010704745,0.101051574,-0.004270641,0.033365048,0.949469715,0.017165237
340,0.001047032,0.010459525,0.100103182,-0.004182731,0.072373762,0.895493787,0.032132451
645,0.001094347,0.010704508,0.102232379,-0.004257907,0.02066077,0.956305707,0.023033523
124,0.000873692,0.009871945,0.088502538,-0.00406228,0.060914694,0.807387599,0.131697706
471,0.00111359,0.010824979,0.102872289,-0.004298899,0.006298538,0.980934606,0.012766855
175,0.000278488,0.011467631,0.02428474,-0.005455327,0.116476693,0.030928308,0.852594999
916,0.000910069,0.018692316,0.048686774,-0.008436089,0.00057578,0.03435491,0.96506931
356,0.00094346,0.01787901,0.052769164,-0.007996045,0.098249573,0.018794473,0.882955955
764,0.000109365,0.020684454,0.005287297,-0.010232862,0.973204323,0.008097359,0.018698318
65,0.000534039,0.021806923,0.024489425,-0.010369422,0.177360619,0.002337971,0.82030141
759,0.000172363,0.012977595,0.013281589,-0.006316434,0.146250979,0.006148959,0.847600062
697,9.70E-05,0.01976078,0.004906466,-0.009783434,0.921937005,0.069034701,0.009028294
212,9.68E-05,0.019821862,0.004883031,-0.00981414,0.925309554,0.048821111,0.025869335
571,0.000766473,0.015108544,0.05073112,-0.006787799,0.008370561,0.273021827,0.718607612
170,0.000869697,0.015628475,0.055648258,-0.00694454,0.000287912,0.252217858,0.747494229
53,0.000291551,0.011839115,0.024626117,-0.005628006,0.067614412,0.911689405,0.020696184
46,0.000395155,0.012165292,0.032482157,-0.005687491,0.044348803,0.667535861,0.288115337
597,0.000284142,0.010979936,0.025878318,-0.005205826,0.005257468,0.773186931,0.221555601
11,0.000278925,0.011538099,0.024174267,-0.005490125,0.115814003,0.867133028,0.017052969
911,0.000282331,0.011456132,0.024644574,-0.005445735,0.153485239,0.844364678,0.002150083
694,0.001000042,0.014369624,0.069594155,-0.00618477,0.004301372,0.47888873,0.516809898
610,0.000919247,0.018858541,0.048744357,-0.008510023,0.009775694,0.972771574,0.017452732
293,0.000905017,0.018311327,0.049423901,-0.008250646,0.013410052,0.893292834,0.093297114
885,0.000904876,0.018373609,0.049248657,-0.008281929,0.000355286,0.946085181,0.053559533
635,0.000895943,0.01839999,0.048692568,-0.008304052,0.054102187,0.942087463,0.00381035
557,0.000899786,0.018490819,0.048661248,-0.008345623,0.035401857,0.950262025,0.014336118
879,0.00101278,0.018885955,0.053626101,-0.008430198,0.013008075,0.959429887,0.027562038
338,0.000972709,0.016677678,0.058324007,-0.00736613,0.003084153,0.807003875,0.189911971
208,0.000988179,0.018278605,0.054062079,-0.008151123,0.021697948,0.922339444,0.055962608
88,0.000987984,0.018532921,0.053309658,-0.008278477,0.055828549,0.932500834,0.011670617
427,0.00102879,0.01911744,0.053814229,-0.00852993,0.010433187,0.974845056,0.014721757
743,0.000518515,0.021252339,0.024398018,-0.010107654,0.200531786,0.007163595,0.79230462
865,0.000163653,0.012747938,0.012837569,-0.006210316,0.227568749,0.015711319,0.756719932
617,8.80E-05,0.01988542,0.004426938,-0.009854678,0.930171039,0.02974728,0.04008168
611,0.00010765,0.020597195,0.005226428,-0.010190948,0.968133012,0.029618246,0.002248741
398,0.00041326,0.015936289,0.025932026,-0.007554884,0.046696978,0.525495852,0.42780717
770,0.000468502,0.019447666,0.024090421,-0.009255331,0.303631225,0.693731884,0.00263689
904,0.000546639,0.022366209,0.0244404,-0.010636465,0.149492723,0.8466288,0.003878477
727,0.000171391,0.013377662,0.012811757,-0.006517439,0.048073278,0.935673281,0.016253442
790,0.000169941,0.012893619,0.013180212,-0.006276869,0.190390583,0.807046777,0.00256264
479,6.73E-05,0.018975655,0.003545533,-0.009420549,0.876561045,0.036421828,0.087017127
662,0.000673873,0.01242225,0.054247246,-0.005537252,0.002066244,0.699120534,0.298813222
46,0.000700359,0.012615318,0.055516564,-0.0056073,0.001388018,0.670168919,0.328443063
795,0.000693183,0.012399787,0.055902844,-0.00550671,0.000932119,0.672745809,0.326322072
687,0.000713222,0.01405189,0.050756326,-0.006312723,0.07688303,0.915288343,0.007828627
407,0.000722867,0.014454188,0.050010909,-0.006504227,0.003987769,0.958908614,0.037103617
490,0.000722671,0.013844746,0.052198219,-0.006199702,0.017573518,0.821046626,0.161379855
304,0.001016756,0.012707131,0.080014611,-0.005336809,0.000771438,0.358259283,0.640969279
417,0.001040327,0.01009046,0.103100038,-0.004004903,0.015031901,0.224847766,0.760120333
666,0.000763724,0.014661761,0.0520895,-0.006567157,0.01450283,0.976873222,0.008623948
82,0.000711799,0.013536219,0.052584789,-0.00605631,0.010429488,0.855898208,0.133672304
189,0.000855031,0.013834613,0.061803765,-0.006062275,0.001198282,0.550344335,0.448457383
769,0.000894981,0.013525184,0.066171462,-0.005867611,0.001426083,0.586088199,0.412485718
194,0.000734939,0.014320413,0.051321079,-0.006425267,0.04861486,0.941461874,0.009923266
338,0.00074728,0.013534661,0.055212284,-0.006020051,0.005631632,0.796073595,0.198294772
482,0.000752417,0.014453111,0.052059159,-0.006474139,0.024225513,0.957385489,0.018388998
4,0.000759081,0.014599643,0.051993151,-0.00654074,0.025819231,0.971568419,0.002612349
83,0.000741973,0.014423501,0.051441966,-0.006469777,0.002218953,0.959014967,0.038766081
938,0.000468456,0.011461992,0.040870383,-0.00526254,0.000382059,0.596751753,0.402866188
252,0.000465684,0.011721514,0.03972899,-0.005395073,0.000726208,0.51173497,0.487538822
599,0.000408063,0.012278262,0.03323458,-0.005731068,0.017804623,0.970494624,0.011700752
382,0.000368193,0.0118471,0.031078722,-0.005555357,0.118269331,0.878873717,0.002856952
42,0.000447334,0.011659507,0.038366448,-0.005382419,6.31E-05,0.678820263,0.321116667
676,0.001098717,0.014641565,0.075040939,-0.006222066,0.012242659,0.049320284,0.938437057
181,0.00112221,0.010922448,0.102743442,-0.004339014,0.012455504,0.001154992,0.986389504
992,0.00040092,0.012210141,0.032834975,-0.005704151,0.005578705,0.954410565,0.04001073
399,0.000393133,0.011230088,0.035007106,-0.005221911,0.000467388,0.722504009,0.277028602
430,0.00075195,0.01458903,0.051542135,-0.006542565,0.012024074,0.349352628,0.638623299
445,0.000778286,0.013392349,0.05811421,-0.005917889,0.004170783,0.433501312,0.562327905
442,0.000386773,0.012118396,0.031916162,-0.005672425,0.024495938,0.927421425,0.048082637
857,0.000456686,0.012444597,0.036697522,-0.005765612,0.023704217,0.762054253,0.21424153
290,0.000405479,0.012012657,0.033754272,-0.00560085,0.015992756,0.937223576,0.046783669
342,0.000375753,0.012041257,0.031205479,-0.005644875,0.000945323,0.940753841,0.058300836
413,0.000391008,0.0120383,0.032480338,-0.005628142,0.006975612,0.947302528,0.045721859
381,0.00052005,0.012577106,0.041348941,-0.005768503,0.004895098,0.494345443,0.500759459
520,0.00049144,0.01526292,0.032198271,-0.00714002,0.06663417,0.924584163,0.008781667
518,0.000520185,0.015863676,0.032790937,-0.007411653,0.016900313,0.97872753,0.004372157
367,0.000517089,0.013362899,0.038695847,-0.006164361,0.001715736,0.546704386,0.451579878
745,0.001050535,0.013666125,0.076871446,-0.005782528,0.004697143,0.151137598,0.844165259
755,0.001091474,0.010782476,0.101226645,-0.004299764,0.034773234,0.009596096,0.955630669
524,0.000506315,0.015533179,0.032595728,-0.007260274,0.029703331,0.950318068,0.0199786
912,0.000429111,0.01149465,0.037331323,-0.005318215,0.002179035,0.523883988,0.473936977
932,0.000772216,0.014605341,0.052872142,-0.006530455,0.000480392,0.421814152,0.577705455
836,0.000815701,0.013778206,0.059202235,-0.006073402,0.014625711,0.432788323,0.552585965
113,0.000493446,0.015359415,0.032126596,-0.007186262,0.033054394,0.931230014,0.035715592
480,0.000549369,0.014708957,0.03734928,-0.00680511,0.00931447,0.778103616,0.212581914
524,0.000502774,0.015217207,0.033039826,-0.007105829,0.012322435,0.914907317,0.072770248
553,0.000516352,0.015739958,0.032805166,-0.007353627,0.029351153,0.967894441,0.002754406
503,0.000490216,0.015273245,0.032096373,-0.007146407,0.048893652,0.927577791,0.023528557
412,0.000472683,0.014449897,0.032711881,-0.006752265,0.064019293,0.930793604,0.005187103
976,0.00045096,0.01420916,0.031737273,-0.00665362,0.106408424,0.891002521,0.002589055
175,0.000503449,0.012791646,0.039357662,-0.005892374,0.002673765,0.57467331,0.422652925
732,0.001086342,0.014439514,0.075233943,-0.006133415,0.018826084,0.063372323,0.917801593
22,0.001046742,0.010461638,0.100055256,-0.004184077,0.005791482,0.133954528,0.86025399
753,0.00048318,0.014537494,0.033236815,-0.006785567,0.009492398,0.953207865,0.037299737
462,0.000425955,0.011499035,0.037042699,-0.005323562,0.000733917,0.571300573,0.42796551
624,0.000816189,0.016068337,0.050794838,-0.00721798,0.000731845,0.296363108,0.702905047
392,0.00081681,0.013368905,0.061097761,-0.005867642,0.00216157,0.435703162,0.562135268
772,0.000493639,0.014770386,0.033420839,-0.006891555,0.000325967,0.973351661,0.026322372
638,0.000544592,0.015346143,0.035487228,-0.007128479,0.000657052,0.701483714,0.297859234
817,0.000466363,0.013600328,0.034290585,-0.006333801,0.003032574,0.866890603,0.130076823
388,0.000454111,0.014227262,0.03191834,-0.00665952,0.102185935,0.895227628,0.002586437
163,0.000451798,0.014140552,0.031950544,-0.006618477,0.056389632,0.90440463,0.039205739
15,-3.51E-05,0.016803952,-0.00208892,-0.008437078,0.962897441,0.019332464,0.017770095
7,0.000449253,0.016250909,0.027644815,-0.007676201,0.000996508,0.063969843,0.935033649
229,0.000967847,0.013822085,0.070021745,-0.005943196,0.117832035,0.031171944,0.850996021
896,0.001121213,0.010915416,0.102718307,-0.004336495,0.009770939,0.003559575,0.986669486
129,-2.18E-05,0.016890517,-0.001292927,-0.008467097,0.969951445,0.012898,0.017150556
641,0.00028819,0.012095631,0.023825953,-0.005759625,0.031637683,0.027323382,0.941038936
658,0.000836903,0.017777905,0.047075437,-0.00805205,0.072208579,0.033144556,0.894646865
370,0.000991868,0.018627687,0.053246951,-0.008321976,0.009544523,0.042498806,0.947956671
791,-2.26E-05,0.01677815,-0.001349878,-0.008411724,0.95278027,0.000460916,0.046758814
236,0.000557421,0.023770209,0.023450416,-0.011327683,0.071865842,0.025940891,0.902193266
118,0.000165732,0.013163237,0.012590509,-0.006415887,0.084249059,0.003092287,0.912658654
236,-4.85E-05,0.016137593,-0.003006462,-0.008117314,0.91635904,0.003822259,0.079818701
188,-3.10E-05,0.016508201,-0.001875498,-0.008285062,0.941816632,0.056909757,0.001273611
625,0.000475572,0.016730938,0.028424726,-0.007889897,0.021873282,0.008387594,0.969739124
736,0.001124105,0.015048875,0.074696944,-0.006400332,0.008380432,0.007846189,0.983773379
457,0.001061116,0.010728176,0.098909299,-0.004302971,0.010876213,0.03382585,0.955297938
288,-3.77E-05,0.01555209,-0.002423596,-0.007813737,0.860745788,0.015919209,0.123335003
608,0.000263954,0.011894811,0.022190678,-0.005683451,0.061619373,0.027874552,0.910506075
329,0.00082394,0.017898042,0.04603518,-0.008125081,0.059556985,0.038182797,0.902260217
780,0.00098222,0.018660625,0.05263598,-0.008348092,0.019862507,0.029882886,0.950254607
236,-4.02E-05,0.015685291,-0.002562522,-0.007882839,0.838451599,0.009358571,0.15218983
900,0.000512968,0.022434739,0.02286489,-0.010704402,0.155854482,0.00944582,0.834699698
16,0.000166552,0.013235316,0.012583928,-0.006451106,0.075991582,0.002334914,0.921673504
991,-5.86E-05,0.016192507,-0.00361744,-0.008154829,0.917903977,0.028412863,0.053683159
732,-4.44E-05,0.016548276,-0.00268285,-0.008318535,0.944095734,0.028861759,0.027042507
605,0.001091245,0.014474865,0.075388988,-0.006146187,0.005504472,0.078419358,0.91607617
103,0.001066193,0.010572095,0.10084971,-0.004219855,0.016702722,0.081130034,0.902167244
519,0.000465347,0.016378631,0.028411808,-0.007723969,0.033843932,0.941274152,0.024881916
243,0.000406568,0.01189175,0.034189112,-0.005539307,0.002066131,0.508908389,0.48902548
868,0.000822059,0.015816541,0.051974629,-0.007086211,0.003791789,0.268028196,0.728180015
872,0.00090647,0.016356341,0.05542009,-0.007271701,0.008900152,0.252507036,0.738592812
571,0.000471959,0.016524589,0.028560983,-0.007790336,0.046060778,0.951359716,0.002579506
346,0.000537848,0.01514308,0.035517722,-0.007033692,0.008201837,0.644651834,0.347146329
917,0.000448467,0.015301202,0.029309237,-0.007202135,0.008948516,0.849937294,0.14111419
524,0.000474648,0.016643269,0.028518904,-0.007846987,0.028278357,0.962659535,0.009062107
93,0.000486606,0.016870738,0.028843193,-0.007948763,0.013534881,0.981346647,0.005118472
210,0.001132033,0.010260188,0.110332582,-0.003998061,0.007046961,0.242760275,0.750192764
262,0.000962649,0.01382769,0.069617479,-0.005951196,0.003320515,0.849017468,0.147662017
216,0.001049434,0.014122875,0.074307373,-0.006012004,0.003769799,0.882519924,0.113710277
683,0.001072352,0.013375283,0.08017415,-0.00561529,0.014263845,0.691005731,0.294730424
100,0.001114078,0.013046005,0.08539614,-0.005408924,0.002188349,0.645783557,0.352028094
519,0.001023448,0.014224128,0.071951548,-0.006088616,0.067526189,0.895805974,0.036667837
529,0.001052328,0.013998935,0.075172008,-0.00594714,0.022270744,0.8428832,0.134846057
184,0.001082109,0.01451191,0.074566974,-0.006173846,0.029277067,0.937039392,0.033683541
335,0.001041949,0.014380442,0.072455969,-0.006148272,0.060060365,0.91609643,0.023843205
872,0.001073344,0.014430669,0.074379356,-0.006141991,0.017561039,0.942458184,0.039980777
550,0.001082868,0.010742882,0.10079866,-0.004288573,0.024653369,0.954022014,0.021324618
902,0.001049864,0.010521467,0.099783068,-0.004210869,0.040922688,0.910154589,0.048922723
326,0.001101524,0.010666493,0.103269547,-0.004231723,0.017965366,0.902922781,0.079111853
178,0.001119244,0.010523488,0.106356713,-0.0041425,0.000499306,0.779259468,0.220241226
316,0.001114176,0.010898045,0.102236313,-0.004334847,0.010412029,0.980668915,0.008919056
402,0.001121308,0.010873445,0.103123549,-0.004315414,0.006151959,0.976224214,0.017623827
362,0.001059519,0.010519343,0.100721069,-0.004200152,0.009669562,0.920332885,0.069997553
443,0.001014332,0.010507224,0.096536605,-0.00423928,0.052113595,0.906776524,0.041109882
552,0.001080807,0.010679298,0.101205801,-0.004258842,0.019952183,0.955410947,0.02463687
179,0.000286423,0.012093009,0.023684992,-0.005760082,0.008431627,0.061973157,0.929595216
648,0.0008634,0.018033248,0.047878249,-0.008153224,0.011288194,0.069520433,0.919191373
654,0.000913733,0.017347292,0.052672957,-0.007759913,0.108499509,0.023716197,0.867784294
803,-2.29E-05,0.016527458,-0.001386769,-0.008286649,0.936931649,0.037039507,0.026028844
847,0.000614706,0.025525028,0.024082473,-0.012147808,0.003982942,0.01271477,0.983302288
755,0.000171902,0.013433287,0.012796714,-0.006544741,0.015150319,0.033783768,0.951065913
371,-2.46E-05,0.016539558,-0.001489347,-0.008294412,0.942682692,0.047498352,0.009818956
756,-2.70E-05,0.016116377,-0.001677602,-0.008085225,0.91055768,0.066206192,0.023236128
728,0.000719545,0.014181754,0.050737392,-0.006371332,0.000317483,0.357790287,0.64189223
342,0.000846101,0.015211222,0.055623473,-0.00675951,0.005077336,0.276975644,0.71794702
760,0.000276935,0.012050026,0.022982069,-0.005748078,0.011856501,0.911944027,0.076199472
751,0.000412732,0.012762581,0.032339196,-0.005968559,0.008106344,0.667090905,0.324802751
386,0.000279505,0.010893058,0.025658979,-0.005167024,0.01370888,0.756005103,0.230286016
977,0.00025191,0.011820652,0.021310994,-0.005658416,0.031066642,0.895667264,0.073266094
114,0.000283461,0.011911373,0.023797498,-0.005672226,0.089455462,0.908998217,0.001546322
464,0.000995064,0.014332036,0.069429357,-0.006170954,0.009910205,0.464310984,0.525778811
315,0.000896558,0.018591128,0.048225051,-0.008399006,0.026818659,0.951074495,0.022106846
195,0.000875252,0.017948573,0.048764426,-0.008099035,0.039389162,0.858106143,0.102504695
533,0.000823349,0.016889401,0.048749476,-0.007621351,0.018492967,0.843950014,0.137557019
377,0.000945053,0.019206521,0.049204802,-0.008658207,0.000623421,0.999133992,0.000242587
327,0.00082306,0.017607839,0.046743968,-0.007980859,0.102686736,0.876855498,0.020457766
912,0.001022862,0.019010366,0.053805496,-0.008482321,0.013910803,0.969380669,0.016708528
188,0.000932753,0.015979642,0.058371303,-0.007057068,0.004849928,0.717926246,0.277223826
320,0.000960027,0.017723195,0.054167854,-0.00790157,0.011093331,0.890965669,0.097941
134,0.000938526,0.017719808,0.052964798,-0.007921378,0.101446913,0.891728583,0.006824504
849,0.000980753,0.018380671,0.053357822,-0.008209583,0.04355486,0.933119742,0.023325398
606,0.00059151,0.02482211,0.023829946,-0.011819545,0.035088769,0.016352518,0.948558713
890,0.000164842,0.013252209,0.012438812,-0.006461263,0.025761888,0.046048615,0.928189496
670,-3.20E-05,0.016187908,-0.001977981,-0.008125974,0.899101508,0.086497212,0.01440128
411,-3.14E-05,0.016336638,-0.001920816,-0.008199699,0.927116579,0.014076854,0.058806568
397,0.00045044,0.017452541,0.025809445,-0.00827583,0.004733353,0.604474678,0.390791968
112,0.000557822,0.023793567,0.023444215,-0.011338962,0.078755846,0.903795968,0.017448186
347,0.00057839,0.024355649,0.023747679,-0.011599434,0.064537974,0.927987858,0.007474169
591,0.000143198,0.01286435,0.011131417,-0.006288977,0.064281715,0.887335332,0.048382953
831,0.00017405,0.01348288,0.012908973,-0.00656739,0.045267407,0.952590617,0.002141976
251,-3.64E-05,0.016135562,-0.002257648,-0.00810421,0.912751946,0.003571344,0.083676711
127,0.000663997,0.011761289,0.0564561,-0.005216648,0.602949494,0.183878314,0.213172192
265,0.000671346,0.011911223,0.056362483,-0.005284265,0.631906157,0.129288923,0.23880492
929,0.000693213,0.012799359,0.054159992,-0.005706466,0.7559609,0.241077755,0.002961344
811,0.000679895,0.012574067,0.05407118,-0.005607139,0.723089996,0.273922927,0.002987077
39,0.000677029,0.012459104,0.0543401,-0.005552523,0.700293754,0.274915884,0.024790362
78,0.001027591,0.012829115,0.080098387,-0.005386966,0.312217918,0.009534699,0.678247383
724,0.001055568,0.010184377,0.103645811,-0.00403662,0.123645702,0.053259213,0.823095084
441,0.000703867,0.012991204,0.054180241,-0.005791735,0.781183771,0.21806027,0.00075596
848,0.000691675,0.012743081,0.0542785,-0.005679865,0.748234331,0.244979591,0.006786078
669,0.000797372,0.012833936,0.062129938,-0.005619596,0.530089938,0.118950439,0.350959623
995,0.000845249,0.012659106,0.066770063,-0.005484304,0.46327534,0.13412179,0.402602871
847,0.000691761,0.012817079,0.053971824,-0.005716778,0.757286179,0.235529659,0.007184161
207,0.000693852,0.012334654,0.056252259,-0.005473475,0.674614919,0.187819619,0.137565462
265,0.000684636,0.012619287,0.05425318,-0.005625007,0.731807919,0.260325018,0.007867063
998,0.000684002,0.012643176,0.054100478,-0.005637586,0.734087432,0.261821742,0.004090826
83,0.000690725,0.012754981,0.054153336,-0.005686766,0.750877335,0.245046704,0.004075962
228,0.000673106,0.011661557,0.057720115,-0.005157672,0.57972916,0.192934319,0.227336521
449,0.000683898,0.012457097,0.05490028,-0.00554465,0.622996737,0.369899603,0.007103661
24,0.000697785,0.012621976,0.055283327,-0.005613203,0.677139452,0.318907585,0.003952963
140,0.000714412,0.012823816,0.055709817,-0.005697496,0.725023207,0.267031932,0.007944861
979,0.000988847,0.012251582,0.080711743,-0.005136944,0.260700749,0.105129169,0.634170082
677,0.001075242,0.010233143,0.105074499,-0.004041329,0.139397249,0.02116858,0.839434171
136,0.000721934,0.012994428,0.055557178,-0.00577528,0.75990556,0.237806906,0.002287535
859,0.000691738,0.01240872,0.055746121,-0.005512622,0.678617089,0.269471702,0.051911209
439,0.00079635,0.012621721,0.063093587,-0.005514511,0.490402933,0.169446669,0.340150398
400,0.0008447,0.01240607,0.068087636,-0.005358335,0.43631372,0.177948891,0.385737389
134,0.00071325,0.012875046,0.055397873,-0.005724273,0.73820926,0.254576886,0.007213854
259,0.00071234,0.012380465,0.057537434,-0.005477892,0.660861667,0.190881265,0.148257068
207,0.000709462,0.012745038,0.055665766,-0.005663057,0.708064099,0.288943997,0.002991904
788,0.000707712,0.012836904,0.055131064,-0.00571074,0.738794862,0.249979545,0.011225593
915,0.000706816,0.012746572,0.055451482,-0.00566647,0.716461734,0.275939808,0.007598458
895,0.000698634,0.012608581,0.055409445,-0.005605656,0.725556769,0.26197004,0.012473191
119,0.000690029,0.012623893,0.054660564,-0.005621917,0.727838707,0.257325999,0.014835294
56,0.000696384,0.012441058,0.055974673,-0.005524145,0.683394091,0.301987204,0.014618705
367,0.001024777,0.012781267,0.080178051,-0.005365856,0.286583653,0.029933113,0.683483234
318,0.001084195,0.010315377,0.1051047,-0.004073494,0.134625131,0.008755156,0.856619713
526,0.000675142,0.012171054,0.05547116,-0.005410384,0.607667105,0.390981094,0.0013518
503,0.000686164,0.012265582,0.055942256,-0.005446627,0.663779668,0.31041771,0.025802622
27,0.000813726,0.01306027,0.062305417,-0.005716409,0.559703971,0.093978083,0.346317946
343,0.000824925,0.011991088,0.068794867,-0.005170619,0.399193504,0.2246916,0.376114896
368,0.00069095,0.012380317,0.055810346,-0.005499209,0.668445767,0.329090062,0.002464171
362,0.000705282,0.012365665,0.057035474,-0.005477551,0.666487273,0.218669509,0.114843218
327,0.000700096,0.012518948,0.055922945,-0.005559377,0.702585793,0.292181242,0.005232964
492,0.000705206,0.012713715,0.055468148,-0.005651651,0.740907141,0.251298412,0.007794447
918,0.000676613,0.012184259,0.05553175,-0.005415516,0.613180687,0.385681903,0.00113741
694,0.000729187,0.014480876,0.050355159,-0.006511251,0.96202307,0.008897635,0.029079295
767,0.000718273,0.013803601,0.052035194,-0.006183527,0.803993917,0.011552325,0.184453758
212,0.001033986,0.012925186,0.079997787,-0.005428607,0.300330656,0.003491592,0.696177752
972,0.001111567,0.010618147,0.104685605,-0.004197506,0.065992808,0.00177473,0.932232462
656,0.000694328,0.013938532,0.049813532,-0.006274939,0.90658259,0.046184874,0.047232536
224,0.000772049,0.014681398,0.05258686,-0.00656865,0.978546877,0.001277306,0.020175817
681,0.000840708,0.013628042,0.06168954,-0.005973314,0.590289287,0.007521675,0.402189037
687,0.000920269,0.013927677,0.066074832,-0.00604357,0.4992788,6.94E-05,0.500651829
58,0.000708773,0.014099834,0.050268199,-0.006341144,0.927783827,0.0705806,0.001635573
150,0.000736562,0.013548651,0.054364234,-0.006037764,0.741043585,0.006576067,0.252380348
128,0.000713542,0.013797632,0.051714808,-0.006185274,0.891205242,0.009634987,0.099159771
384,0.000716534,0.014195075,0.050477675,-0.006381003,0.93712683,0.051711784,0.011161386
612,0.000729096,0.014285354,0.051038026,-0.006413581,0.946982844,0.014273766,0.03874339
885,0.000700917,0.013654842,0.05133105,-0.006126504,0.724768666,0.002662168,0.272569166
790,0.001011296,0.012671544,0.079808416,-0.005324476,0.365841331,0.00189138,0.632267289
266,0.001023065,0.010049983,0.101797695,-0.004001927,0.216011295,0.020037651,0.763951053
349,0.000655276,0.013759791,0.047622527,-0.006224619,0.882692512,0.038844057,0.078463432
550,0.00068711,0.013086345,0.052505887,-0.005856062,0.79972373,0.001706962,0.198569308
